SampleID,Region2,S,T,CTX,CIP
1151,5,1,0,1,0
1152,5,1,0,0,0
1153,5,1,0,0,0
1154,5,0,1,0,0
1155,5,0,0,0,0
1156,5,0,0,0,0
1157,5,0,0,0,0
1158,5,1,1,0,0
1159,5,0,0,0,0
1160,5,0,1,0,0
1161,5,0,1,0,0
1162,5,1,1,0,0
1163,5,1,1,0,0
1164,5,0,1,0,0
1165,5,1,1,0,0
1166,5,0,0,0,0
1167,5,1,1,0,0
1168,5,1,1,0,0
1169,5,0,0,0,0
1170,5,1,1,0,0
1171,5,1,1,0,0
1172,5,1,1,0,0
1173,5,0,1,0,0
1174,5,0,0,0,0
1175,5,1,1,0,0
1176,5,1,1,0,0
1177,5,1,1,0,0
1178,5,1,1,0,0
1179,5,0,1,0,0
1180,5,0,0,0,0
1181,5,1,1,0,0
1182,5,1,1,0,0
1183,5,1,1,0,0
1184,5,1,1,1,0
1185,5,1,1,1,0
1186,5,0,1,0,0
1187,5,1,1,0,0
1188,5,1,1,1,0
1189,5,1,0,0,0
1190,5,1,1,0,0
1191,5,0,0,0,0
1192,5,0,0,0,0
1193,5,1,1,0,0
1194,5,1,1,0,0
1195,5,1,1,1,0
1196,5,1,1,1,0
1197,5,1,1,0,0
1198,5,0,0,0,0
1199,5,1,1,1,0
1200,5,1,1,1,0
1201,5,1,1,0,0
1202,5,1,1,0,0
1203,5,0,1,0,0
1204,5,0,0,0,0
1205,5,1,1,0,0
1206,5,1,1,0,0
1207,5,1,1,0,0
1208,5,1,1,0,0
1209,5,0,1,0,0
1210,5,0,0,0,0
1211,5,1,1,0,0
1212,5,1,1,0,0
1213,5,1,1,0,0
1214,5,1,1,0,0
1215,2,0,0,0,0
1216,2,0,0,0,0
1217,2,1,0,0,0
1218,2,1,0,0,0
1219,2,1,0,0,0
1220,2,1,0,0,0
1221,2,0,0,0,0
1222,2,0,0,0,0
1223,2,0,0,0,0
1224,2,1,1,0,0
1225,2,1,0,0,0
1226,2,1,0,0,0
1227,2,1,0,0,0
1228,2,1,0,0,0
1229,2,0,0,0,0
1230,2,0,0,0,0
1231,2,0,0,0,0
1232,2,0,0,0,0
1233,2,1,1,0,0
1234,2,0,0,0,0
1235,2,1,0,0,0
1236,2,1,0,0,0
1237,2,1,0,0,0
1238,2,1,0,0,0
1239,2,1,1,0,0
1240,2,1,1,0,0
1241,2,0,0,0,0
1242,2,0,0,0,0
1243,2,1,0,0,0
1244,2,1,0,0,0
1245,2,0,0,0,0
1246,2,0,0,0,0
1247,2,1,0,0,0
1248,2,0,0,0,0
1249,2,1,0,0,0
1250,2,1,0,0,0
1251,2,1,0,0,0
1252,2,1,0,0,0
1253,2,0,0,0,0
1254,2,0,0,0,0
1255,2,1,1,0,0
1256,2,0,0,0,0
1257,2,1,0,0,0
1258,2,1,0,0,0
1259,2,1,0,0,0
1260,2,1,0,0,0
1261,2,1,0,0,0
1262,2,1,0,0,0
1263,2,1,0,0,0
1264,2,1,0,0,0
1265,2,1,0,0,0
1266,2,1,0,0,0
1267,2,1,1,0,0
1268,2,1,1,0,0
1269,2,1,0,0,0
1270,2,1,0,0,0
1271,2,1,0,1,0
1272,2,1,0,1,0
1273,4,0,0,0,0
1274,4,1,0,0,0
1275,4,0,0,1,0
1276,4,1,0,0,0
1277,4,0,0,0,0
1278,4,0,0,0,0
1279,4,0,0,0,0
1280,4,0,0,0,0
1281,4,0,0,0,0
1282,4,0,0,0,0
1283,4,0,0,0,0
1284,4,0,0,0,0
1285,4,0,0,0,0
1286,4,0,0,0,0
1287,4,1,0,0,0
1288,4,0,0,0,0
1289,4,0,0,0,0
1290,4,1,1,0,0
1291,4,0,0,0,0
1292,4,1,1,0,0
1293,4,0,0,0,0
1294,4,1,1,0,0
1295,4,0,0,0,0
1296,4,0,0,0,0
1297,4,0,0,0,0
1298,4,0,0,0,0
1299,4,1,1,0,0
1300,4,1,1,0,0
1301,4,1,1,0,0
1302,4,0,0,0,0
1303,4,0,0,0,0
1304,4,0,0,0,0
1305,4,1,1,0,0
1306,4,1,1,0,0
1307,4,1,1,0,0
1308,4,0,0,0,0
1309,4,1,1,0,0
1310,4,0,0,0,0
1311,4,0,0,0,0
1312,4,0,0,0,0
1313,4,0,0,0,0
1314,4,1,1,0,0
1315,4,1,1,0,0
1316,3,0,0,0,0
1317,3,0,0,0,0
1318,3,0,0,0,0
1319,3,0,0,0,0
1320,3,0,0,0,0
1321,3,0,0,0,0
1322,3,0,0,0,0
1323,3,0,0,0,0
1324,3,0,0,0,0
1325,3,0,0,0,0
1326,3,0,0,0,0
1327,3,0,0,0,0
1328,3,1,0,0,0
1329,3,0,0,0,0
1330,3,0,0,0,0
1331,3,0,0,0,0
1332,3,0,0,0,0
1333,3,0,0,0,0
1334,3,0,0,0,0
1335,3,1,1,0,0
1336,3,1,1,1,0
1337,3,1,1,1,0
1338,3,1,1,1,0
1339,3,1,1,1,0
1340,3,0,0,0,0
1341,3,1,1,0,0
1342,3,1,1,1,0
1343,3,1,1,1,0
1344,3,1,1,1,0
1345,3,1,1,1,0
1346,3,1,1,1,0
1347,3,0,0,0,0
1348,3,1,1,1,0
1349,3,1,1,1,0
1350,3,0,0,0,0
1351,3,1,1,0,0
1352,3,1,1,1,0
1353,3,1,1,1,0
1354,3,1,1,1,0
1355,3,1,1,1,0
1356,3,0,0,0,0
1357,3,0,0,0,0
1358,3,0,0,0,0
1359,3,0,0,0,0
1360,3,0,0,0,0
1361,3,0,0,0,0
1362,3,0,0,0,0
1363,3,0,0,0,0
1364,3,0,0,0,0
1365,3,1,1,0,0
1366,3,1,1,0,0
1367,3,1,1,0,0
1368,3,1,1,0,0
1369,3,0,0,0,0
1370,3,0,0,0,0
1371,3,0,0,0,0
1372,3,0,0,0,0
1373,3,0,0,0,0
1374,3,0,0,0,0
1375,3,0,0,0,0
1376,3,0,0,0,0
1377,3,1,1,0,0
1378,3,1,1,0,0
1379,3,1,1,0,0
1380,3,1,1,0,0
1381,3,0,0,0,0
1382,3,0,1,0,0
1383,3,0,1,0,0
1384,3,1,1,0,0
1385,3,1,1,0,0
1386,3,1,1,0,0
1387,3,0,0,0,0
1388,3,1,1,0,0
